gene	Example
GUSBP13	0
GUSBP14	0
GUSBP15	0
GUSBP16	0
GUSBP17	0
GUSBP18	0
GUSBP19	0
GUSBP2	0
GUSBP3	0
GUSBP4	1.076
GUSBP5	0
GUSBP6	0
GUSBP7	0
GUSBP8	0
GUSBP9	0
GVINP1	0
GVINP2	0
GVQW3	4.999
GXYLT1	74
GXYLT1P1	0
GXYLT1P2	0
GXYLT1P3	0
GXYLT1P4	0
GXYLT1P6	0
GXYLT1P7	0
GXYLT2	0
GYG1	195.996
GYG1P1	0
GYG1P2	0
GYG1P3	0
GYG2	5
GYG2-AS1	0
GYG2P1	0
GYPA	0
GYPB	0
GYPC	0
GYPE	0
GYS1	135
GYS2	0
GZF1	70
GZMA	0
GZMAP1	0
GZMB	0
GZMH	0
GZMH-AS1	0
GZMK	0
GZMM	0
H1-0	1494
H1-1	0
H1-10	56
H1-10-AS1	1.018
H1-12P	0
H1-2	140
H1-3	0
H1-4	0
H1-5	0
H1-6	0
H1-7	0
H1-8	0
H1-8P1	0
H1-8P2	0
H1-9P	0
H19	0
H2AB1	0
H2AB2	1
H2AB3	0
H2AC1	0
H2AC10P	0
H2AC11	70.003
H2AC12	0
H2AC13	1
H2AC14	0
H2AC15	0
H2AC16	0
H2AC17	0
H2AC18	26
H2AC19	0
H2AC20	0
H2AC21	0
H2AC25	18
H2AC2P	0
H2AC3P	0
H2AC4	0
H2AC5P	0
H2AC6	974
H2AC7	0
H2AC8	4
H2AC9P	0
H2ACP1	0
H2ACP2	0
H2AJ	184
H2AL1MP	0
H2AL1Q	0
H2AL3	0
H2AP	0
H2AQ1P	0
H2AX	31
H2AZ1	479
H2AZ1-DT	0
H2AZ2	272.278
H2AZ2-DT	0
H2AZ2P1	0
H2AZP1	0
H2AZP2	0
H2AZP3	0
H2AZP4	0
H2AZP5	0
H2AZP6	0
H2AZP7	0
H2BC1	0
H2BC10	0
H2BC11	26
H2BC12	148.803
H2BC12L	2.098
H2BC13	0
H2BC14	0
H2BC15	17.671
H2BC16P	0
H2BC17	0
H2BC18	1.021
H2BC19P	0
H2BC20P	0
H2BC21	207.839
H2BC26	5.048
H2BC27P	0
H2BC2P	0
H2BC3	0
H2BC4	36
H2BC5	314
H2BC6	15.106
H2BC6-AS1	4.472
H2BC7	2
H2BC8	35
H2BC9	47
H2BK1	0
H2BL1P	0
H2BP1	0
H2BP2	0
H2BP3	0
H2BP5	0
H2BP6	0
H2BP7	0
H2BP8	0
H2BP9	0
H2BW1	0
H2BW2	0
H2BW3P	0
H3-3A	1368.988
H3-3A-DT	0
H3-3B	1695
H3-4	0
H3-5	0
H3-7	0.5
H3C1	1
H3C10	32
H3C11	0
H3C12	0
H3C13	0.5
H3C14	0
H3C15	0
H3C2	0
H3C3	0
H3C4	0
H3C5P	0
H3C6	149.087
H3C7	0
H3C8	4
H3C9P	0
H3P1	0
H3P10	0
H3P11	0
H3P12	0
H3P13	2.703
H3P14	0
H3P15	0
H3P16	0
H3P17	0
H3P18	0
H3P19	0
H3P2	0
H3P20	0
H3P21	0
H3P22	0
H3P23	0
H3P24	0
H3P25	0
H3P26	0
H3P27	0
H3P28	0
H3P29	0
H3P3	0
H3P30	0
H3P31	0
H3P32	0
H3P33	0
H3P34	0
H3P35	0
H3P36	0
H3P37	0
H3P38	0
H3P39	0
H3P4	0
H3P40	0
H3P41	0
H3P42	0
H3P43	1.002
H3P44	0
H3P45	0
H3P46	0
H3P47	0
H3P5	0
H3P6	1149.008
H3P7	0
H3P8	0
H3P9	0
H3Y1	0
H3Y2	0
H4C1	0
H4C10P	0
H4C11	4
H4C12	0
H4C13	0
H4C14	4.29
H4C15	77.71
H4C16	4.001
H4C2	0
H4C3	0
H4C4	0
H4C5	7
H4C6	0
H4C7	0
H4C8	102.653
H4C9	6
H4P1	0
H6PD	184.995
HAAO	7
HABP2	0
HABP4	145
HACD1	12.953
HACD2	1765.643
HACD3	299
HACD4	0
HACE1	61
HACL1	52.999
HADH	1438.017
HADHA	2201.999
HADHAP1	0
HADHAP2	0
HADHB	2263
HADHBP1	0
HAFML	0
HAGH	107.999
HAGHL	8
HAGLR	0
HAGLROS	0
HAL	3
HAMP	2.003
HAND1	0
HAND2	0
HAND2-AS1	1.963
HAO1	0
HAO2	0
HAO2-IT1	0
HAP1	4.024
HAPLN1	0
HAPLN2	2
HAPLN3	1
HAPLN4	127.227
HAPSTR1	1250.604
HAPSTR2	0
HAR1A	0
HAR1B	0
HARBI1	10
HARS1	34.943
HARS2	57.647
HAS1	0
HAS2	3
HAS2-AS1	0
HAS3	160
HASPIN	4
HAT1	283
HAUS1	23
HAUS1P1	0
HAUS1P2	0
HAUS1P3	0
HAUS2	93.094
HAUS3	53.007
HAUS4	47
HAUS4P1	0
HAUS5	6.414
HAUS5-DT	0
HAUS6	86
HAUS6P1	0
HAUS6P2	0
HAUS6P3	0
HAUS7	3
HAUS8	13.297
HAUS8P1	0
HAVCR1	0
HAVCR2	0
HAX1	257
HAX1P1	0
HBA1	0
HBA2	0
HBAP1	0
HBB	0
HBBP1	0
HBD	0
HBE1	0
HBEGF	124
HBG1	0
HBG2	0
HBM	0
HBP1	236.238
HBQ1	0
HBS1L	167.468
HBZ	0
HBZP1	0
HCAR1	4.009
HCAR2	0
HCAR3	0
HCCAT5	0
HCCS	231
HCCS-DT	1
HCFC1	246.999
HCFC1-AS1	0
HCFC1R1	120
HCFC2	66
HCFC2P1	0
HCG11	107.968
HCG14	0
HCG15	2.006
HCG18	68
HCG19P	0
HCG20	0
HCG21	0
HCG22	0
HCG24	0
HCG25	0
HCG27	5
HCG4	0
HCG4B	0
HCG4P8	0
HCG9	0
HCG9P5	0
HCK	0
HCLS1	0
HCN1	0
HCN2	5
HCN3	121
HCN4	0
HCP5	34
HCP5B	0
HCRT	0
HCRTR1	0
HCRTR2	0
HCST	0
HDAC1	1137.001
HDAC10	27.752
HDAC11	39
HDAC11-AS1	0
HDAC1P1	0
HDAC1P2	0
HDAC2	353.001
HDAC2-AS2	4
HDAC3	274
HDAC4	51.999
HDAC4-AS1	1
HDAC5	34.999
HDAC6	169.738
HDAC7	17
HDAC8	42.998
HDAC9	24.084
HDAC9-AS1	0
HDC	0
HDDC2	261.001
HDDC3	23.999
HDGF	55.578
HDGFL1	0
HDGFL2	111.956
HDGFL3	17.018
HDGFL3P1	0
HDGFP1	0
HDHD2	211.171
HDHD3	264
HDHD5	33.001
HDHD5-AS1	0
HDLBP	2800.001
HDX	4
HEATR1	97
HEATR3	81.182
HEATR3-AS1	0
HEATR4	0
HEATR5A	375.007
HEATR5A-DT	2
HEATR5B	364
HEATR6	87
HEATR6-DT	0
HEATR9	0
HEBP1	507.001
HEBP2	579
HEBP2P1	0
HECA	417.96
HECTD1	1123.001
HECTD2	1
HECTD3	387.001
HECTD4	327
HECW1	0
HECW1-IT1	0
HECW2	3
HECW2-AS1	1
HEG1	3
HEIH	109
HELB	15.948
HELLPAR	460.099
HELLS	15.098
HELQ	63
HELT	0
HELZ	760.541
HELZ-AS1	1
HELZ2	46.568
HEMGN	0
HEMK1	27.417
HEMK2	58
HENMT1	0
HEPACAM	0
HEPACAM2	0
HEPFAL	0
HEPH	3248.001
HEPHL1	1
HEPN1	0
HERC1	133
HERC2	111.056
HERC2P1	0
HERC2P10	0
HERC2P11	0
HERC2P2	0
HERC2P3	8.357
HERC2P4	0
HERC2P5	0
HERC2P6	0
HERC2P7	0
HERC2P8	0
HERC2P9	44.401
HERC3	243.516
HERC4	381.878
HERC5	3
HERC6	71
HERPUD1	1445.001
HERPUD1-IT1	0
HERPUD2	201
HERPUD2-AS1	31.758
HES1	477
HES2	7.497
HES3	0
HES4	7
HES5	0
HES6	1
HES7	0
HESX1	7
HEXA	318.158
HEXA-AS1	7
HEXB	829
HEXD	21.999
HEXD-IT1	3.709
HEXIM1	339
HEXIM2	6
HEXIM2-AS1	8
HEXIM2-AS2	0
HEY1	1
HEY2	0
HEY2-AS1	0
HEYL	0
HFE	50.414
HFM1	0
HGD	270.998
HGF	0
HGFAC	0
HGH1	8
HGS	170
HGSNAT	465.366
HHAT	5
HHATL	0
HHATL-AS1	0
HHEX	0
HHIP	0
HHIP-AS1	2
HHIPL1	0
HHIPL2	0
HHLA1	1957.411
HHLA2	3314.699
HIBADH	328
HIBCH	119.999
HIC1	0
HIC2	57
HID1	277.999
HID1-AS1	0
HIF1A	1663.476
HIF1AN	192.525
HIF1AP1	0
HIF3A	0
HIGD1A	1770.486
HIGD1AP1	0
HIGD1AP10	0
HIGD1AP11	0
HIGD1AP12	0
HIGD1AP13	0
HIGD1AP14	0
HIGD1AP15	0
HIGD1AP16	0
HIGD1AP17	0
HIGD1AP18	0
HIGD1AP2	0
HIGD1AP3	0
HIGD1AP4	0
HIGD1AP5	0
HIGD1AP6	0
HIGD1AP8	0
HIGD1AP9	0
HIGD1B	0
HIGD1C	0
HIGD2A	590
HIGD2AP1	0
HIGD2AP2	0
HIGD2B	1
HIKESHI	40.235
HIKESHIP1	0
HIKESHIP2	0
HIKESHIP3	0
HILPDA	76.748
HILPDA-AS1	5.581
HINFP	113.072
HINT1	1285
HINT1P1	0
HINT1P2	0
HINT2	91
HINT2P1	0
HINT3	125.009
HIP1	7.02
HIP1R	70
HIPK1	504
HIPK1-AS1	0
HIPK2	373
HIPK3	430
HIPK4	0
HIRA	103
HIRAP1	0
HIRIP3	19
HISLA	1
HIVEP1	170
HIVEP2	99.999
HIVEP2-DT	0
HIVEP3	262
HJURP	11.667
HJV	0
HK1	184
HK2	1051
HK2-DT	1
HK2P1	0
HK3	0
HKDC1	359
HLA-A	2621.163
HLA-B	1942.626
HLA-C	1404.466
HLA-DMA	30
HLA-DMB	1
HLA-DOA	0
HLA-DOB	0
HLA-DPA1	0
HLA-DPA2	0
HLA-DPA3	0
HLA-DPB1	0
HLA-DPB2	0
HLA-DQA1	0
HLA-DQA2	0
HLA-DQB1	0
HLA-DQB1-AS1	0
HLA-DQB2	0.946
HLA-DQB3	0
HLA-DRA	1
HLA-DRB1	2
HLA-DRB5	0
HLA-DRB6	0
HLA-DRB9	0
HLA-E	302.136
HLA-F	48.413
HLA-F-AS1	13.978
HLA-G	3.026
HLA-H	240.671
HLA-J	0
HLA-K	0
HLA-L	11.999
HLA-N	0
HLA-P	0
HLA-S	0
HLA-T	0
HLA-U	0
HLA-V	62.082
HLA-W	0
HLA-Z	0
HLCS	160.92
HLCS-AS1	0
HLCS-IT1	0
HLF	0
HLFP1	0
HLMR1	61
HLTF	188
HLTF-AS1	0
HLX	0
HLX-AS1	0
HM13	650.741
HM13-AS1	0
HM13-IT1	0
HMBOX1	133.001
HMBOX1-IT1	0
HMBS	47.944
HMCES	168
HMCN1	0
HMCN2	7.241
HMG20A	247.001
HMG20B	50.992
HMGA1	3036
HMGA1P1	0
HMGA1P2	0
HMGA1P3	0
HMGA1P4	1
HMGA1P5	0
HMGA1P6	0
HMGA1P7	0
HMGA1P8	0
HMGA2	60.205
HMGA2-AS1	0
HMGA2-AS2	0
HMGB1	897.681
HMGB1P1	0
HMGB1P10	1.533
HMGB1P11	0
HMGB1P12	0
HMGB1P13	0
HMGB1P14	0
HMGB1P15	0
HMGB1P16	0
HMGB1P17	0
HMGB1P18	0
HMGB1P19	0
HMGB1P20	0
HMGB1P21	0
HMGB1P22	0
HMGB1P23	0
HMGB1P24	0
HMGB1P25	0
HMGB1P26	0
HMGB1P27	0
HMGB1P28	0
HMGB1P29	0
HMGB1P3	6.507
HMGB1P30	0
HMGB1P31	0
HMGB1P32	0
HMGB1P33	0
HMGB1P35	0
HMGB1P36	0
HMGB1P37	0
HMGB1P38	0
HMGB1P39	40.203
HMGB1P4	0
HMGB1P40	0
HMGB1P41	0
HMGB1P42	0
HMGB1P44	0
HMGB1P45	0
HMGB1P46	0
HMGB1P47	0
HMGB1P48	0
HMGB1P49	0
HMGB1P5	10.79
HMGB1P50	0
HMGB1P51	0
HMGB1P6	0
HMGB1P7	0
HMGB1P8	0
HMGB1P9	0
HMGB2	149
HMGB2P1	0
HMGB3	78
HMGB3P1	0
HMGB3P10	0
HMGB3P11	0
HMGB3P12	0
HMGB3P13	0
HMGB3P14	0
HMGB3P15	0
HMGB3P16	0
HMGB3P17	0
HMGB3P18	0
HMGB3P19	0
HMGB3P2	0
HMGB3P20	0
HMGB3P21	0
HMGB3P22	1
HMGB3P23	0
HMGB3P24	0
HMGB3P26	0
HMGB3P27	0
HMGB3P3	0
HMGB3P30	0
HMGB3P31	0
HMGB3P32	0
HMGB3P4	0
HMGB3P5	0
HMGB3P6	0
HMGB3P7	0
HMGB3P8	0
HMGB3P9	0
HMGB4	0
HMGCL	245.001
HMGCLL1	0
HMGCR	1715.001
HMGCS1	700.02
HMGCS2	1297
HMGN1	1030.998
HMGN1P1	1
HMGN1P10	0
HMGN1P11	0
HMGN1P12	0
HMGN1P13	0
HMGN1P14	0
HMGN1P15	0
HMGN1P16	0
HMGN1P17	0
HMGN1P18	0
HMGN1P19	0
HMGN1P2	0
HMGN1P20	0
HMGN1P24	0
HMGN1P26	0
HMGN1P28	0
HMGN1P3	0
HMGN1P30	0
HMGN1P31	0
HMGN1P32	0
HMGN1P33	0
HMGN1P34	0
HMGN1P35	0
HMGN1P36	0
HMGN1P37	0
HMGN1P38	0
HMGN1P4	0
HMGN1P5	0
HMGN1P6	0
HMGN1P7	1
HMGN1P8	0
HMGN1P9	0
HMGN2	743.351
HMGN2P10	0
HMGN2P11	0
HMGN2P13	0
HMGN2P15	0
HMGN2P16	0
HMGN2P17	1
HMGN2P18	0
HMGN2P19	0
HMGN2P2	0
HMGN2P20	0
HMGN2P21	0
HMGN2P22	0
HMGN2P23	1.001
HMGN2P24	0
HMGN2P25	0
HMGN2P26	0
HMGN2P27	0
HMGN2P28	0
HMGN2P3	0
HMGN2P30	0
HMGN2P31	0
HMGN2P32	0
HMGN2P34	0
HMGN2P35	0
HMGN2P36	0
HMGN2P38	0
HMGN2P39	0
HMGN2P4	0
HMGN2P40	0
HMGN2P41	0
HMGN2P46	0
HMGN2P47	2
HMGN2P48	0
HMGN2P5	55.88
HMGN2P6	0
HMGN2P7	0
HMGN2P8	0
HMGN2P9	0
HMGN3	73
HMGN3-AS1	9
HMGN3P1	0
HMGN4	340
HMGN5	5.999
HMGXB3	115
HMGXB4	186
HMHB1	0
HMMR	21
HMMR-AS1	0
HMOX1	331.001
HMOX2	152.13
HMSD	0
HMX1	0
HMX2	0
HMX3	0
HNF1A	4.717
HNF1A-AS1	12.207
HNF1B	261.001
HNF4A	1825.999
HNF4A-AS1	18
HNF4G	477
HNF4GP1	0
HNMT	75
HNRNPA0	274
HNRNPA1	2072.26
HNRNPA1L2	1.644
HNRNPA1L3	0
HNRNPA1P1	0
HNRNPA1P10	0
HNRNPA1P11	0
HNRNPA1P12	0
HNRNPA1P13	0
HNRNPA1P14	0
HNRNPA1P15	0
HNRNPA1P16	3
HNRNPA1P17	0
HNRNPA1P18	0
HNRNPA1P19	0
HNRNPA1P2	0
HNRNPA1P20	0
HNRNPA1P21	0
HNRNPA1P22	0
HNRNPA1P23	0
HNRNPA1P24	0
HNRNPA1P25	0
HNRNPA1P26	0
HNRNPA1P27	1
HNRNPA1P28	0
HNRNPA1P29	0
HNRNPA1P3	0
HNRNPA1P30	0
HNRNPA1P31	0
HNRNPA1P32	0
HNRNPA1P33	2.087
HNRNPA1P34	0
HNRNPA1P35	0
HNRNPA1P36	0
HNRNPA1P37	0
HNRNPA1P38	0
HNRNPA1P39	0
HNRNPA1P4	0
HNRNPA1P40	0
HNRNPA1P41	0
HNRNPA1P42	0
HNRNPA1P43	0
HNRNPA1P44	0
HNRNPA1P45	0
HNRNPA1P46	0
HNRNPA1P47	0
HNRNPA1P49	0
HNRNPA1P5	0
HNRNPA1P50	0
HNRNPA1P51	0
HNRNPA1P52	0
HNRNPA1P53	0
HNRNPA1P54	2.311
HNRNPA1P55	0
HNRNPA1P56	0
HNRNPA1P57	0
HNRNPA1P58	0
HNRNPA1P59	0
HNRNPA1P6	0
HNRNPA1P60	0
HNRNPA1P61	0
HNRNPA1P62	0
HNRNPA1P63	0
HNRNPA1P64	0
HNRNPA1P65	0
HNRNPA1P66	0
HNRNPA1P67	0
HNRNPA1P68	0
HNRNPA1P69	0
HNRNPA1P7	0
HNRNPA1P70	0
HNRNPA1P71	0
HNRNPA1P72	0
HNRNPA1P73	0
HNRNPA1P74	0
HNRNPA1P76	0
HNRNPA1P8	0
HNRNPA1P9	0
HNRNPA2B1	1030
HNRNPA3	395.349
HNRNPA3P1	0
HNRNPA3P10	0
HNRNPA3P11	0
HNRNPA3P12	0
HNRNPA3P13	0
HNRNPA3P14	0
HNRNPA3P15	0
HNRNPA3P16	0
HNRNPA3P17	0
HNRNPA3P2	0
HNRNPA3P3	11.922
HNRNPA3P4	0
HNRNPA3P5	0
HNRNPA3P6	237.728
HNRNPA3P7	0
HNRNPA3P8	0
HNRNPA3P9	0
HNRNPAB	775
HNRNPABP1	0
HNRNPC	1605.002
HNRNPCL1	0
HNRNPCL2	0
HNRNPCL3	0
HNRNPCL4	0
HNRNPCP1	3
HNRNPCP10	0
HNRNPCP2	0
HNRNPCP3	0
HNRNPCP4	0
HNRNPCP6	0
HNRNPCP7	0
HNRNPCP8	0
HNRNPCP9	0
HNRNPD	646.999
HNRNPD-DT	2
HNRNPDL	421.999
HNRNPDLP1	0
HNRNPDLP2	0
HNRNPDLP3	0
HNRNPDLP4	0
HNRNPDP1	0
HNRNPDP2	0
HNRNPF	548.999
HNRNPFP1	0
HNRNPH1	773.739
HNRNPH1P1	0
HNRNPH1P2	0
HNRNPH1P3	0
HNRNPH2	218.289
HNRNPH3	261
HNRNPH3P1	0
HNRNPK	1261.013
HNRNPK-AS1	0
HNRNPKP1	1
HNRNPKP2	0
HNRNPKP3	0
HNRNPKP4	0
HNRNPKP5	0
HNRNPL	545.415
HNRNPLL	227
HNRNPLP1	0
HNRNPLP2	0
HNRNPM	203
HNRNPMP1	0
HNRNPMP2	0
HNRNPR	339
HNRNPRP1	0
HNRNPRP2	0
HNRNPU	1292
HNRNPUL1	770.759
HNRNPUL2	221.935
HNRNPUL2-BSCL2	319.203
HNRNPUP1	0
HOATZ	0
HOGA1	1.021
HOMER1	27
HOMER2	18
HOMER2P1	0
HOMER2P2	0
HOMER3	1
HOMER3-AS1	0
HOMEZ	155.01
HOOK1	222
HOOK2	319.873
HOOK3	347.814
HOPX	18
HORMAD1	0
HORMAD2	0
HORMAD2-AS1	0
HOTAIR	0
HOTAIRM1	7.019
HOTTIP	12
HOXA-AS2	1
HOXA-AS3	1
HOXA1	13
HOXA10	37
HOXA10-AS	10
HOXA10-HOXA9	0
HOXA11	6
HOXA11-AS	3.029
HOXA13	8.81
HOXA2	1
HOXA3	6
HOXA4	6
HOXA5	17
HOXA6	1
HOXA7	0
HOXA9	77
HOXB-AS1	0
HOXB-AS2	0
HOXB-AS3	1
HOXB-AS4	0
HOXB1	0
HOXB13	0
HOXB2	1
HOXB3	97
HOXB4	8
HOXB5	126
HOXB6	48
HOXB7	217.11
HOXB8	50
HOXB9	139
HOXC-AS1	1
HOXC-AS2	0
HOXC-AS3	0
HOXC10	2
HOXC11	0
HOXC12	0
HOXC13	0
HOXC13-AS	0
HOXC4	0
HOXC5	0
HOXC6	4
HOXC8	0
HOXC9	5
HOXD-AS2	0
HOXD1	0
HOXD10	0
HOXD11	0
HOXD12	0
HOXD13	0
HOXD3	0
HOXD4	0
HOXD8	0
HOXD9	0
HP	0
HP1BP3	1394.731
HPCA	1
HPCAL1	618.374
HPCAL4	0
HPD	0
HPDL	0
HPF1	35
HPGD	9266.001
HPGDS	0
HPN	0
HPN-AS1	0
HPR	0
HPRT1	188
HPRT1P1	0
HPRT1P2	0
HPRT1P3	0
HPS1	137.467
HPS3	541
HPS4	83.001
HPS5	135
HPS6	13
HPSE	10
HPSE2	0
HPX	6
HPYR1	0
HR	15
HRAS	28
HRC	0
HRCT1	22
HRG	0
HRG-AS1	10.337
HRGP1	0
HRGP2	0
HRH1	202.999
HRH2	0
HRH3	0
HRH4	0
HRK	2.068
HRNR	0
HROB	2
HRURF	0
HS1BP3	43.999
HS1BP3-IT1	0
HS2ST1	651
HS3ST1	169.023
HS3ST2	5
HS3ST3A1	0
HS3ST3B1	0
HS3ST4	0
HS3ST5	0
HS3ST6	0
HS6ST1	16
HS6ST1P1	0
HS6ST2	3
HS6ST2-AS1	0
HS6ST3	0
HSALR1	0
HSBP1	653.811
HSBP1L1	103.999
HSBP1P1	0
HSBP1P2	0
HSCB	40.32
HSD11B1	0
HSD11B1-AS1	3
HSD11B1L	17.999
HSD11B2	590
HSD17B1	3
HSD17B1-AS1	29
HSD17B10	46
HSD17B11	2927.001
HSD17B12	2844.001
HSD17B13	14.492
HSD17B14	0
HSD17B1P1	0
HSD17B2	10697.065
HSD17B2-AS1	0
HSD17B3	0
HSD17B3-AS1	0
HSD17B4	1001.685
HSD17B6	0
HSD17B7	219.823
HSD17B7P1	0
HSD17B7P2	11.178
HSD17B8	22
HSD3B1	30
HSD3B2	6
HSD3B7	17
HSD3BP1	0
HSD3BP2	0
HSD3BP3	0
HSD3BP4	0
HSD3BP5	0
HSDL1	106.001
HSDL2	1370.999
HSDL2-AS1	0
HSF1	115
HSF2	43
HSF2BP	0
HSF4	3
HSF5	0
HSFX1	0
HSFX2	0
HSFX3	0
HSFX4	0
HSFY1	0
HSFY1P1	0
HSFY2	0
HSFY3P	0
HSFY4P	0
HSFY5P	0
HSFY6P	0
HSFY7P	0
HSFY8P	0
HSH2D	83.034
HSH2D-AS1	0
HSP90AA1	5296.752
HSP90AA2P	1.108
HSP90AA3P	0
HSP90AA4P	0
HSP90AA5P	0
HSP90AA6P	2.141
HSP90AB1	3565.986
HSP90AB2P	0
HSP90AB3P	0
HSP90AB4P	0
HSP90AB5P	0
HSP90AB6P	0
HSP90AB7P	0
HSP90B1	4292
HSP90B2P	0
HSP90B3P	0
HSPA12A	97
HSPA12A-AS1	0
HSPA12B	0
HSPA13	166
HSPA14	54.304
HSPA1A	425.75
HSPA1B	774.197
HSPA1L	9.01
HSPA2	16.183
HSPA2-AS1	0
HSPA4	341.712
HSPA4L	70.336
HSPA5	4790.378
HSPA5-DT	0
HSPA5P1	1.13
HSPA6	1
HSPA7	0
HSPA8	6955.839
HSPA8P1	1.163
HSPA8P11	1
HSPA8P13	0
HSPA8P14	0
HSPA8P15	0
HSPA8P16	0
HSPA8P17	0
HSPA8P18	0
HSPA8P19	0
HSPA8P20	0
HSPA8P3	0
HSPA8P4	0
HSPA8P5	0
HSPA8P6	0
HSPA8P7	0
HSPA8P8	0
HSPA8P9	0
HSPA9	448.334
HSPA9P1	0
HSPB1	410.19
HSPB1P1	77.81
HSPB1P2	0
HSPB2	0
HSPB2-C11orf52	0
HSPB3	0
HSPB6	0
HSPB7	0
HSPB8	2
HSPB8-AS1	0
HSPB9	2
HSPBAP1	3
HSPBAP1P1	0
HSPBP1	15.001
HSPD1	572.267
HSPD1P1	0
HSPD1P10	0
HSPD1P11	0
HSPD1P12	0
HSPD1P13	0
HSPD1P14	0
HSPD1P15	0
HSPD1P16	0
HSPD1P18	0
HSPD1P19	0
HSPD1P2	0
HSPD1P21	0
HSPD1P3	0
HSPD1P4	0
HSPD1P5	0
HSPD1P6	0
HSPD1P7	0
HSPD1P8	0
HSPD1P9	0
HSPE1	165.367
HSPE1-MOB4	108.346
HSPE1P1	0
HSPE1P10	0
HSPE1P11	0
HSPE1P12	0
HSPE1P13	0
HSPE1P14	0
HSPE1P16	0
HSPE1P18	1
HSPE1P19	0
HSPE1P2	0
HSPE1P20	0
HSPE1P21	0
HSPE1P22	0
HSPE1P23	0
HSPE1P24	0
HSPE1P25	0
HSPE1P26	1
HSPE1P27	0
HSPE1P28	0
HSPE1P3	0
HSPE1P4	0
HSPE1P5	0
HSPE1P6	1
HSPE1P7	0
HSPE1P8	0
HSPE1P9	0
HSPG2	1583.092
HSPH1	412.001
HTATIP2	527.001
HTATSF1	246.999
HTATSF1P1	0
HTATSF1P2	27
HTD2	39.415
HTN1	0
HTN3	1
HTR1A	0
HTR1B	0
HTR1D	232
HTR1DP1	0
HTR1E	0
HTR1F	0
HTR2A	0
HTR2A-AS1	0
HTR2B	0
HTR2C	0
HTR3A	0
HTR3B	0
HTR3C	0
HTR3C2P	0
HTR3D	0
HTR3E	0
HTR3E-AS1	0
HTR4	0
HTR5A	0
HTR5A-AS1	0
HTR5BP	0
HTR6	0
HTR7	0
HTR7P1	2.88
HTRA1	5
HTRA1-AS1	0
HTRA2	64
HTRA3	0
HTRA4	1
HTT	323.572
HTT-AS	0
HULC	18.869
HUNK	0
HUNK-AS1	0
HUS1	162.804
HUS1B	0
HUWE1	891.999
HVCN1	7
HYAL1	3
HYAL2	91
HYAL3	5
HYAL4	0
HYAL6P	0
HYCC1	28
HYCC2	308.788
HYDIN	7
HYDIN2	0
HYDINP1	0
HYI	9.672
HYI-AS1	0
HYKK	141.035
HYLS1	63
HYMAI	0
HYOU1	306.453
HYOU1-AS1	0
HYPK	26.153
IADEN	44.395
IAH1	260.121
IAPP	0.989
IARS1	1025.467
IARS2	611
IARS2P1	0
IATPR	0
IBA57	25.546
IBA57-DT	1
IBSP	0
IBTK	1333
ICA1	260.999
ICA1-AS1	6
ICA1L	1
ICAM1	1
ICAM2	6.011
ICAM3	20
ICAM4	0
ICAM4-AS1	0
ICAM5	2
ICE1	162
ICE2	136.779
ICE2P1	0
ICE2P2	0
ICMT	763.784
ICMT-DT	3.998
ICOS	0
ICOSLG	170.239
ID1	1043
ID2	633
ID2-AS1	4
ID2B	1
ID3	199.999
ID4	1
IDE	334
IDH1	6485.999
IDH1-AS1	5
IDH1P1	0
IDH2	1299.64
IDH2-DT	0
IDH3A	497.999
IDH3B	88
IDH3B-DT	0
IDH3G	260.751
IDI1	2119
IDI1P1	0
IDI1P2	0
IDI1P3	0
IDI2	0
IDI2-AS1	0
IDNK	46
IDO1	0
IDO2	0.997
IDS	980.999
IDSP1	2.794
IDUA	40
IER2	130
IER2-AS1	0
IER3	70
IER3-AS1	20
IER3IP1	174.264
IER5	65
IER5L	14
IER5L-AS1	0
IFFO1	0
IFFO2	56
IFI16	1
IFI27	111.24
IFI27L1	50.999
IFI27L2	49
IFI30	64
IFI35	26
IFI44	0
IFI44L	0
IFI6	6
IFIH1	57
IFIT1	5
IFIT1B	0
IFIT1P1	0
IFIT2	5
IFIT3	0
IFIT5	60
IFIT6P	0
IFITM1	1.551
IFITM10	2.657
IFITM2	0
IFITM3	21.889
IFITM3-AS1	0
IFITM3P1	0
IFITM3P3	0
IFITM3P4	0
IFITM3P5	0
IFITM3P6	0
IFITM3P7	0
IFITM3P8	0
IFITM3P9	0
IFITM4P	0
IFITM5	0
IFITM8P	0
IFITM9P	0
IFNA1	0
IFNA10	0
IFNA11P	0
IFNA12P	0
IFNA13	0
IFNA14	0
IFNA16	0
IFNA17	0
IFNA2	0
IFNA20P	0
IFNA21	0
IFNA22P	0
IFNA4	0
IFNA5	0
IFNA6	0
IFNA7	0
IFNA8	0
IFNAR1	614.074
IFNAR2	207.625
IFNB1	0
IFNE	11
IFNG	0
IFNG-AS1	0
IFNGR1	1970.001
IFNGR2	850
IFNK	0
IFNL1	0
IFNL2	0
IFNL3	0
IFNL3P1	0
IFNL4	0
IFNL4P1	0
IFNLR1	163.284
IFNNP1	0
IFNW1	0
IFNWP15	0
IFNWP18	0
IFNWP19	0
IFNWP2	0
IFNWP4	0
IFNWP5	0
IFNWP9	0
IFRD1	248.999
IFRD2	56
IFT122	26
IFT122P1	0
IFT122P2	0
IFT140	18
IFT172	52
IFT20	105.863
IFT22	54.951
IFT25	206
